SEASON,RK,NAME,TEAM,SALARY
2004-2005,73,"Aaron Williams, C",Toronto Raptors,3150000
2004-2005,77,"Jerome Moiso, C",Toronto Raptors,3054000
2004-2005,91,"Morris Peterson, SG",Toronto Raptors,2371000
2005-2006,16,"Antonio Davis, PF",Toronto Raptors,13865000
2005-2006,90,"Alvin Williams, PG",Toronto Raptors,6300000
2005-2006,130,"Morris Peterson, SG",Toronto Raptors,4550000
2005-2006,150,"Eric Williams, PF",Toronto Raptors,3938000
2005-2006,164,"Mike James, PG",Toronto Raptors,3410000
2005-2006,166,"Aaron Williams, C",Toronto Raptors,3375000
2005-2006,169,"Chris Bosh, PF",Toronto Raptors,3348000
2005-2006,215,"Charlie Villanueva, PF",Toronto Raptors,2360880
2005-2006,216,"Jose Calderon, PG",Toronto Raptors,2333334
2005-2006,221,"Rafael Araujo, C",Toronto Raptors,2238960
2005-2006,229,"Matt Bonner, C",Toronto Raptors,2e+06
2005-2006,272,"Joey Graham, SF",Toronto Raptors,1388400
2005-2006,298,"Darrick Martin, PG",Toronto Raptors,1081575
2005-2006,340,"Loren Woods, C",Toronto Raptors,780000
2005-2006,368,"Pape Sow, PF",Toronto Raptors,641748
2006-2007,79,"Rasho Nesterovic, C",Toronto Raptors,7280000
2006-2007,129,"Morris Peterson, SG",Toronto Raptors,4550000
2006-2007,130,"Andrea Bargnani, C",Toronto Raptors,4501200
2006-2007,138,"Chris Bosh, PF",Toronto Raptors,4235220
2006-2007,143,"Anthony Parker, SG",Toronto Raptors,4150000
2006-2007,157,"Jorge Garbajosa, PF",Toronto Raptors,3750000
2006-2007,181,"Fred Jones, SG",Toronto Raptors,3100000
2006-2007,192,"T.J. Ford, PG",Toronto Raptors,2929467
2006-2007,211,"Juan Dixon, SG",Toronto Raptors,2550000
2006-2007,223,"Jose Calderon, PG",Toronto Raptors,2333334
2006-2007,266,"Kris Humphries, PF",Toronto Raptors,1703520
2006-2007,283,"Joey Graham, SF",Toronto Raptors,1492440
2006-2007,358,"Darrick Martin, PG",Toronto Raptors,744551
2006-2007,359,"Pape Sow, PF",Toronto Raptors,744551
2006-2007,389,"P.J. Tucker, SF",Toronto Raptors,412718
2006-2007,391,"Uros Slokar, PF",Toronto Raptors,412718
2006-2007,407,"Luke Jackson, SF",Toronto Raptors,109493
2007-2008,30,"Chris Bosh, PF",Toronto Raptors,13041250
2007-2008,72,"T.J. Ford, PG",Toronto Raptors,8275000
2007-2008,80,"Rasho Nesterovic, C",Toronto Raptors,7840000
2007-2008,125,"Jason Kapono, SG",Toronto Raptors,5356000
2007-2008,134,"Andrea Bargnani, C",Toronto Raptors,4838880
2007-2008,145,"Anthony Parker, SG",Toronto Raptors,4350000
2007-2008,157,"Jorge Garbajosa, PF",Toronto Raptors,4e+06
2007-2008,215,"Juan Dixon, SG",Toronto Raptors,2550000
2007-2008,217,"Kris Humphries, PF",Toronto Raptors,2522913
2007-2008,223,"Jose Calderon, PG",Toronto Raptors,2471604
2007-2008,259,"Carlos Delfino, SG",Toronto Raptors,1868141
2007-2008,264,"Maceo Baston, SF",Toronto Raptors,1830000
2007-2008,282,"Joey Graham, SF",Toronto Raptors,1596600
2007-2008,355,"Darrick Martin, PG",Toronto Raptors,770610
2007-2008,367,"Hassan Adams, SF",Toronto Raptors,687456
2007-2008,381,"Jamario Moon, SF",Toronto Raptors,427163
2007-2008,416,"Linton Johnson, PF",Toronto Raptors,4533
2008-2009,3,"Jermaine O'Neal, C",Toronto Raptors,21372000
2008-2009,13,"Shawn Marion, SG",Toronto Raptors,17810000
2008-2009,93,"Jose Calderon, PG",Toronto Raptors,7438018
2008-2009,125,"Jason Kapono, SG",Toronto Raptors,5784480
2008-2009,139,"Andrea Bargnani, C",Toronto Raptors,5176440
2008-2009,154,"Anthony Parker, SG",Toronto Raptors,4550000
2008-2009,164,"Marcus Banks, PG",Toronto Raptors,4260000
2008-2009,204,"Kris Humphries, PF",Toronto Raptors,3200000
2008-2009,237,"Joey Graham, SF",Toronto Raptors,2449184
2008-2009,299,"Quincy Douby, SG",Toronto Raptors,1427040
2008-2009,314,"Roko-Leni Ukic, PG",Toronto Raptors,1250000
2008-2009,362,"Patrick O'Bryant, C",Toronto Raptors,797581
2008-2009,374,"Jamario Moon, SF",Toronto Raptors,711517
2008-2009,377,"Hassan Adams, SF",Toronto Raptors,711517
2008-2009,387,"Jake Voskuhl, C",Toronto Raptors,577073
2009-2010,21,"Chris Bosh, PF",Toronto Raptors,15779912
2009-2010,75,"Hedo Turkoglu, SF",Toronto Raptors,9e+06
2009-2010,82,"Jose Calderon, PG",Toronto Raptors,8219009
2009-2010,105,"Andrea Bargnani, C",Toronto Raptors,6527491
2009-2010,141,"Jarrett Jack, PG",Toronto Raptors,5e+06
2009-2010,145,"Reggie Evans, C",Toronto Raptors,4960000
2009-2010,153,"Marcus Banks, PG",Toronto Raptors,4553793
2009-2010,173,"Amir Johnson, PF",Toronto Raptors,3941667
2009-2010,239,"DeMar DeRozan, SG",Toronto Raptors,2282640
2009-2010,273,"Antoine Wright, SF",Toronto Raptors,1800000
2009-2010,289,"Marco Belinelli, SG",Toronto Raptors,1547640
2009-2010,347,"Patrick O'Bryant, C",Toronto Raptors,855189
2009-2010,376,"Sonny Weems, SG",Toronto Raptors,736420
2010-2011,71,"Jose Calderon, PG",Toronto Raptors,9e+06
2010-2011,74,"Andrea Bargnani, C",Toronto Raptors,8500000
2010-2011,94,"Leandro Barbosa, SG",Toronto Raptors,7100000
2010-2011,135,"Reggie Evans, C",Toronto Raptors,5080000
2010-2011,139,"Linas Kleiza, SF",Toronto Raptors,4995000
2010-2011,143,"Marcus Banks, PG",Toronto Raptors,4847586
2010-2011,149,"Jarrett Jack, PG",Toronto Raptors,4600000
2010-2011,214,"Julian Wright, SF",Toronto Raptors,2858057
2010-2011,226,"David Andersen, C",Toronto Raptors,2500000
2010-2011,227,"DeMar DeRozan, SG",Toronto Raptors,2453880
2010-2011,237,"Jerryd Bayless, PG",Toronto Raptors,2292600
2010-2011,259,"Rasho Nesterovic, C",Toronto Raptors,1990000
2010-2011,264,"Ed Davis, C",Toronto Raptors,1919160
2010-2011,276,"James Johnson, PF",Toronto Raptors,1713600
2010-2011,291,"Alexis Ajinca, C",Toronto Raptors,1467840
2010-2011,393,"Solomon Alabi, C",Toronto Raptors,670000
2010-2011,420,"Peja Stojakovic, SF",Toronto Raptors,402065
2010-2011,439,"Sundiata Gaines, PG",Toronto Raptors,112088
2010-2011,451,"Trey Johnson, SG",Toronto Raptors,8967
2011-2012,51,"Jose Calderon, PG",Toronto Raptors,10561982
2011-2012,81,"Leandro Barbosa, SG",Toronto Raptors,7600000
2011-2012,116,"Amir Johnson, PF",Toronto Raptors,6e+06
2011-2012,152,"Linas Kleiza, SF",Toronto Raptors,4600000
2011-2012,196,"DeMar DeRozan, SG",Toronto Raptors,3344250
2011-2012,213,"Jerryd Bayless, PG",Toronto Raptors,3042280
2011-2012,224,"Julian Wright, SF",Toronto Raptors,2858057
2011-2012,227,"James Johnson, PF",Toronto Raptors,2812006
2011-2012,259,"Ed Davis, C",Toronto Raptors,2207040
2011-2012,279,"Rasho Nesterovic, C",Toronto Raptors,1990000
2011-2012,305,"Gary Forbes, F",Toronto Raptors,1500000
2011-2012,388,"Solomon Alabi, C",Toronto Raptors,830000
2011-2012,476,"Alan Anderson, SG",Toronto Raptors,213597
2011-2012,483,"Ben Uzoh, PG",Toronto Raptors,190548
2012-2013,44,"Jose Calderon, PG",Toronto Raptors,11046591
2012-2013,53,"Andrea Bargnani, C",Toronto Raptors,1e+07
2012-2013,106,"Landry Fields, SG",Toronto Raptors,6250000
2012-2013,110,"Amir Johnson, PF",Toronto Raptors,6050000
2012-2013,116,"Kyle Lowry, PG",Toronto Raptors,5750000
2012-2013,148,"Linas Kleiza, SF",Toronto Raptors,4600000
2012-2013,191,"Jonas Valanciunas, C",Toronto Raptors,3374640
2012-2013,193,"DeMar DeRozan, SG",Toronto Raptors,3344250
2012-2013,221,"Julian Wright, SF",Toronto Raptors,2858057
2012-2013,238,"Aaron Gray, C",Toronto Raptors,2575000
2012-2013,241,"Terrence Ross, SF",Toronto Raptors,2563320
2012-2013,279,"Rasho Nesterovic, C",Toronto Raptors,1990000
2012-2013,300,"Sebastian Telfair, PG",Toronto Raptors,1567500
2012-2013,304,"John Lucas III, PG",Toronto Raptors,1500000
2012-2013,392,"Alan Anderson, SG",Toronto Raptors,854389
2012-2013,448,"Mickael Pietrus, SF",Toronto Raptors,698589
2012-2013,451,"Quincy Acy, SF",Toronto Raptors,665000
2012-2013,518,"Dominic McGuire, PF",Toronto Raptors,68902
2013-2014,14,"Rudy Gay, SF",Toronto Raptors,17888932
2013-2014,57,"DeMar DeRozan, SG",Toronto Raptors,9500000
2013-2014,79,"John Salmons, SF",Toronto Raptors,7583000
2013-2014,93,"Amir Johnson, PF",Toronto Raptors,6500000
2013-2014,98,"Landry Fields, SG",Toronto Raptors,6250000
2013-2014,99,"Kyle Lowry, PG",Toronto Raptors,6210000
2013-2014,104,"Chuck Hayes, PF",Toronto Raptors,5722500
2013-2014,153,"Steve Novak, SF",Toronto Raptors,3750000
2013-2014,158,"Jonas Valanciunas, C",Toronto Raptors,3526440
2013-2014,176,"Tyler Hansbrough, PF",Toronto Raptors,3183000
2013-2014,185,"Patrick Patterson, PF",Toronto Raptors,3105302
2013-2014,199,"Aaron Gray, C",Toronto Raptors,2690875
2013-2014,200,"Terrence Ross, SF",Toronto Raptors,2678640
2013-2014,224,"Greivis Vasquez, PG",Toronto Raptors,2150188
2013-2014,262,"Nando De Colo, PG",Toronto Raptors,1463000
2013-2014,308,"Austin Daye, SF",Toronto Raptors,947907
2013-2014,316,"Julyan Stone, PG",Toronto Raptors,884293
2013-2014,326,"Quincy Acy, SF",Toronto Raptors,788872
2013-2014,333,"Dwight Buycks, PG",Toronto Raptors,7e+05
2013-2014,336,"D.J. Augustin, PG",Toronto Raptors,650215
2014-2015,40,"Kyle Lowry, PG",Toronto Raptors,1.2e+07
2014-2015,54,"DeMar DeRozan, SG",Toronto Raptors,10100000
2014-2015,89,"Amir Johnson, PF",Toronto Raptors,7e+06
2014-2015,97,"Greivis Vasquez, PG",Toronto Raptors,6400000
2014-2015,101,"Landry Fields, SG",Toronto Raptors,6250000
2014-2015,106,"Chuck Hayes, PF",Toronto Raptors,5958750
2014-2015,108,"Patrick Patterson, PF",Toronto Raptors,5831326
2014-2015,116,"Louis Williams, SG",Toronto Raptors,5450000
2014-2015,168,"Jonas Valanciunas, C",Toronto Raptors,3678360
2014-2015,181,"Tyler Hansbrough, PF",Toronto Raptors,3326235
2014-2015,214,"Terrence Ross, SF",Toronto Raptors,2793960
2014-2015,227,"James Johnson, PF",Toronto Raptors,2500000
2014-2015,269,"Lucas Nogueira, C",Toronto Raptors,1762680
2014-2015,289,"Bruno Caboclo, SF",Toronto Raptors,1458360
2014-2015,401,"Ronald Roberts Jr., PF",Toronto Raptors,373041
2015-2016,37,"DeMarre Carroll, SF",Toronto Raptors,13600000
2015-2016,52,"Kyle Lowry, PG",Toronto Raptors,1.2e+07
2015-2016,67,"DeMar DeRozan, SG",Toronto Raptors,10050000
2015-2016,100,"Cory Joseph, PG",Toronto Raptors,7e+06
2015-2016,113,"Patrick Patterson, PF",Toronto Raptors,6268675
2015-2016,147,"Jonas Valanciunas, C",Toronto Raptors,4660482
2015-2016,180,"Terrence Ross, SF",Toronto Raptors,3553917
2015-2016,207,"Luis Scola, PF",Toronto Raptors,2900000
2015-2016,219,"Bismack Biyombo, C",Toronto Raptors,2814000
2015-2016,222,"Luke Ridnour, PG",Toronto Raptors,2750000
2015-2016,230,"James Johnson, PF",Toronto Raptors,2500000
2015-2016,269,"Lucas Nogueira, C",Toronto Raptors,1842000
2015-2016,286,"Bruno Caboclo, SF",Toronto Raptors,1524000
2015-2016,287,"Delon Wright, PG",Toronto Raptors,1509360
2015-2016,380,"Norman Powell, SG",Toronto Raptors,650000
2015-2016,388,"Ronald Roberts Jr., PF",Toronto Raptors,525093
2015-2016,389,"Shannon Scott, PG",Toronto Raptors,525093
1999-2000,6,"Karl Malone, PF",Utah Jazz,1.4e+07
1999-2000,38,"Greg Ostertag, C",Utah Jazz,5200000
1999-2000,57,"Bryon Russell, SF",Utah Jazz,4e+06
1999-2000,131,"Quincy Lewis, SG",Utah Jazz,930000
1999-2000,143,"Scott Padgett, PF",Utah Jazz,679000
2000-2001,6,"Karl Malone, PF",Utah Jazz,15750000
2000-2001,18,"John Stockton, G",Utah Jazz,1.1e+07
2000-2001,67,"Donyell Marshall, PF",Utah Jazz,5630000
2000-2001,82,"Greg Ostertag, C",Utah Jazz,5200000
2000-2001,90,"Bryon Russell, SF",Utah Jazz,4570000
2000-2001,212,"Jacque Vaughn, PG",Utah Jazz,1500000
2000-2001,231,"Danny Manning, F",Utah Jazz,1200000
2000-2001,246,"Quincy Lewis, SG",Utah Jazz,1e+06
2000-2001,260,"DeShawn Stevenson, SG",Utah Jazz,828000
2000-2001,261,"John Crotty, G",Utah Jazz,8e+05
2000-2001,273,"Scott Padgett, PF",Utah Jazz,730000
2001-2002,6,"Karl Malone, PF",Utah Jazz,17500000
2001-2002,42,"John Stockton, G",Utah Jazz,8e+06
2001-2002,48,"Greg Ostertag, C",Utah Jazz,6933000
2001-2002,52,"Donyell Marshall, PF",Utah Jazz,6510000
2001-2002,76,"Bryon Russell, SF",Utah Jazz,5142000
2001-2002,191,"John Amaechi, PF",Utah Jazz,2175000
2001-2002,256,"Quincy Lewis, SG",Utah Jazz,1070000
2001-2002,274,"DeShawn Stevenson, SG",Utah Jazz,890000
2001-2002,279,"Andrei Kirilenko, SF",Utah Jazz,831000
2001-2002,285,"Scott Padgett, PF",Utah Jazz,781000
2002-2003,6,"Karl Malone, PF",Utah Jazz,19250000
2002-2003,38,"John Stockton, G",Utah Jazz,9e+06
2002-2003,44,"Greg Ostertag, C",Utah Jazz,7799000
2002-2003,108,"Mark Jackson, PG",Utah Jazz,4220000
2002-2003,161,"Matt Harpring, SF",Utah Jazz,2667000
2002-2003,172,"John Amaechi, PF",Utah Jazz,2393000
2002-2003,196,"Tony Massenburg, PF",Utah Jazz,1636000
2002-2003,208,"Scott Padgett, PF",Utah Jazz,1410000
2002-2003,233,"DeShawn Stevenson, SG",Utah Jazz,956000
2002-2003,236,"Andrei Kirilenko, SF",Utah Jazz,893000
2003-2004,23,"Tom Gugliotta, PF",Utah Jazz,11668000
2003-2004,30,"Greg Ostertag, C",Utah Jazz,8666000
2003-2004,155,"DeShawn Stevenson, SG",Utah Jazz,1624000
2003-2004,166,"Andrei Kirilenko, SF",Utah Jazz,956000
2004-2005,36,"Howard Eisley, PG",Utah Jazz,6375000
2004-2005,105,"Andrei Kirilenko, SF",Utah Jazz,1672000
2005-2006,28,"Carlos Boozer, PF",Utah Jazz,11260483
2005-2006,30,"Andrei Kirilenko, SF",Utah Jazz,10983000
2005-2006,53,"Mehmet Okur, C",Utah Jazz,8250000
2005-2006,114,"Matt Harpring, SF",Utah Jazz,5020000
2005-2006,136,"Greg Ostertag, C",Utah Jazz,4400000
2005-2006,146,"Gordan Giricek, SG",Utah Jazz,4e+06
2005-2006,163,"Deron Williams, PG",Utah Jazz,3487440
2005-2006,248,"Jarron Collins, C",Utah Jazz,1700000
2005-2006,259,"Kris Humphries, PF",Utah Jazz,1592400
2005-2006,260,"Devin Brown, SG",Utah Jazz,1592400
2005-2006,271,"Milt Palacio, PG",Utah Jazz,1400000
2005-2006,291,"Keith McLeod, PG",Utah Jazz,1125000
2005-2006,387,"Robert Whaley, C",Utah Jazz,398762
2005-2006,391,"C.J. Miles, SF",Utah Jazz,398761
2006-2007,25,"Andrei Kirilenko, SF",Utah Jazz,12364000
2006-2007,34,"Carlos Boozer, PF",Utah Jazz,11260483
2006-2007,58,"Mehmet Okur, C",Utah Jazz,8250000
2006-2007,89,"Matt Harpring, SF",Utah Jazz,6500000
2006-2007,99,"Derek Fisher, PG",Utah Jazz,5883600
2006-2007,149,"Gordan Giricek, SG",Utah Jazz,4e+06
2006-2007,159,"Deron Williams, PG",Utah Jazz,3749040
2006-2007,208,"Jarron Collins, C",Utah Jazz,2625698
2006-2007,222,"Rafael Araujo, C",Utah Jazz,2395200
2006-2007,276,"Ronnie Brewer, SF",Utah Jazz,1595400
2006-2007,372,"C.J. Miles, SF",Utah Jazz,664209
2006-2007,375,"Paul Millsap, PF",Utah Jazz,625000
2006-2007,408,"Lou Amundson, PF",Utah Jazz,101966
2006-2007,409,"Alan Henderson, PF",Utah Jazz,70075
2007-2008,22,"Andrei Kirilenko, SF",Utah Jazz,13735000
2007-2008,39,"Carlos Boozer, PF",Utah Jazz,11593816
2007-2008,59,"Mehmet Okur, C",Utah Jazz,9e+06
2007-2008,103,"Matt Harpring, SF",Utah Jazz,6e+06
2007-2008,139,"Kyle Korver, SG",Utah Jazz,4500000
2007-2008,154,"Deron Williams, PG",Utah Jazz,4010640
2007-2008,231,"Jarron Collins, C",Utah Jazz,2350000
2007-2008,234,"Jason Hart, PG",Utah Jazz,2300000
2007-2008,276,"Ronnie Brewer, SF",Utah Jazz,1715040
2007-2008,318,"Ronnie Price, PG",Utah Jazz,1100000
2007-2008,328,"Morris Almond, SG",Utah Jazz,1005960
2007-2008,337,"C.J. Miles, SF",Utah Jazz,945610
2007-2008,360,"Kyrylo Fesenko, C",Utah Jazz,750000
2007-2008,371,"Paul Millsap, PF",Utah Jazz,687456
2007-2008,398,"Gordan Giricek, SG",Utah Jazz,199452
2008-2009,16,"Andrei Kirilenko, SF",Utah Jazz,15106000
2008-2009,41,"Carlos Boozer, PF",Utah Jazz,11593817
2008-2009,84,"Mehmet Okur, C",Utah Jazz,8500000
2008-2009,101,"Jamaal Tinsley, PG",Utah Jazz,6750000
2008-2009,124,"Matt Harpring, SF",Utah Jazz,6e+06
2008-2009,140,"Deron Williams, PG",Utah Jazz,5069449
2008-2009,145,"Kyle Korver, SG",Utah Jazz,4956818
2008-2009,183,"C.J. Miles, SF",Utah Jazz,3700000
2008-2009,251,"Jarron Collins, C",Utah Jazz,2074302
2008-2009,256,"Brevin Knight, PG",Utah Jazz,2e+06
2008-2009,272,"Ronnie Brewer, SF",Utah Jazz,1834680
2008-2009,319,"Ronnie Price, PG",Utah Jazz,1188000
2008-2009,321,"Kosta Koufos, C",Utah Jazz,1176240
2008-2009,325,"Morris Almond, SG",Utah Jazz,1081440
2008-2009,354,"Kyrylo Fesenko, C",Utah Jazz,810000
2009-2010,11,"Andrei Kirilenko, SF",Utah Jazz,16452000
2009-2010,29,"Deron Williams, PG",Utah Jazz,13520500
2009-2010,35,"Carlos Boozer, PF",Utah Jazz,12323900
2009-2010,87,"Paul Millsap, PF",Utah Jazz,7692932
2009-2010,136,"Kyle Korver, SG",Utah Jazz,5163636
2009-2010,181,"C.J. Miles, SF",Utah Jazz,3700000
2009-2010,302,"Eric Maynor, PG",Utah Jazz,1318920
2009-2010,309,"Ronnie Price, PG",Utah Jazz,1250000
2009-2010,310,"Kosta Koufos, C",Utah Jazz,1214040
2009-2010,343,"Kyrylo Fesenko, C",Utah Jazz,870000
2009-2010,400,"Sundiata Gaines, PG",Utah Jazz,269169
2009-2010,406,"Othyus Jeffers, SG",Utah Jazz,113051
2009-2010,423,"Brian Butch, C",Utah Jazz,10767
2010-2011,6,"Andrei Kirilenko, SF",Utah Jazz,17823000
2010-2011,20,"Deron Williams, PG",Utah Jazz,14940153
2010-2011,36,"Al Jefferson, C",Utah Jazz,1.3e+07
2010-2011,63,"Mehmet Okur, C",Utah Jazz,9945000
2010-2011,72,"Devin Harris, PG",Utah Jazz,8981000
2010-2011,85,"Paul Millsap, PF",Utah Jazz,7600000
2010-2011,164,"Derrick Favors, PF",Utah Jazz,4133280
2010-2011,181,"C.J. Miles, SF",Utah Jazz,3700000
2010-2011,232,"Gordon Hayward, SF",Utah Jazz,2356320
2010-2011,296,"Ronnie Price, PG",Utah Jazz,1381250
2010-2011,322,"Kyrylo Fesenko, C",Utah Jazz,1087500
2010-2011,377,"Brian Butch, C",Utah Jazz,762195
2010-2011,418,"Trey Gilder, SF",Utah Jazz,457588
2010-2011,445,"Marcus Cousin, C",Utah Jazz,25000
2011-2012,24,"Al Jefferson, C",Utah Jazz,1.5e+07
2011-2012,60,"Devin Harris, PG",Utah Jazz,9319000
2011-2012,64,"Paul Millsap, PF",Utah Jazz,8603633
2011-2012,145,"Derrick Favors, PF",Utah Jazz,4753320
2011-2012,157,"Enes Kanter, C",Utah Jazz,4319280
2011-2012,183,"C.J. Miles, SF",Utah Jazz,3700000
2011-2012,192,"Raja Bell, SG",Utah Jazz,3480000
2011-2012,233,"Gordon Hayward, SF",Utah Jazz,2709720
2011-2012,264,"Josh Howard, SF",Utah Jazz,2150000
2011-2012,267,"Alec Burks, SG",Utah Jazz,2111160
2011-2012,277,"Earl Watson, PG",Utah Jazz,2e+06
2011-2012,318,"Jamaal Tinsley, PG",Utah Jazz,1352181
2011-2012,367,"DeMarre Carroll, SF",Utah Jazz,885120
2011-2012,457,"Trey Gilder, SF",Utah Jazz,457588
2011-2012,488,"Blake Ahearn, PG",Utah Jazz,117134
2012-2013,29,"Al Jefferson, C",Utah Jazz,13500000
2012-2013,65,"Paul Millsap, PF",Utah Jazz,8603633
2012-2013,68,"Mo Williams, PG",Utah Jazz,8500000
2012-2013,75,"Marvin Williams, PF",Utah Jazz,8287500
2012-2013,147,"Derrick Favors, PF",Utah Jazz,4753320
2012-2013,156,"Enes Kanter, C",Utah Jazz,4319280
2012-2013,190,"Raja Bell, SG",Utah Jazz,3480000
2012-2013,229,"Gordon Hayward, SF",Utah Jazz,2709720
2012-2013,243,"Randy Foye, SG",Utah Jazz,2500000
2012-2013,253,"Earl Watson, PG",Utah Jazz,2300000
2012-2013,266,"Alec Burks, SG",Utah Jazz,2111160
2012-2013,289,"Jeremy Evans, SF",Utah Jazz,1794872
2012-2013,324,"Jamaal Tinsley, PG",Utah Jazz,1352181
2012-2013,377,"DeMarre Carroll, SF",Utah Jazz,885120
2012-2013,399,"Mike Harris, SF",Utah Jazz,854389
2012-2013,400,"Trey Gilder, SF",Utah Jazz,854389
2012-2013,401,"Dwayne Jones II, PF",Utah Jazz,854389
2012-2013,439,"Brian Butch, C",Utah Jazz,762195
2012-2013,440,"Travis Leslie, PG",Utah Jazz,762195
2012-2013,474,"Kevin Murphy, SG",Utah Jazz,473604
2012-2013,524,"Jerel McNeal, SG",Utah Jazz,44835
2013-2014,47,"Richard Jefferson, SF",Utah Jazz,11046000
2013-2014,81,"Marvin Williams, PF",Utah Jazz,7500000
2013-2014,101,"Derrick Favors, PF",Utah Jazz,6008196
2013-2014,130,"Enes Kanter, C",Utah Jazz,4505280
2013-2014,145,"Brandon Rush, SF",Utah Jazz,4e+06
2013-2014,164,"Gordon Hayward, SF",Utah Jazz,3452183
2013-2014,212,"Trey Burke, PG",Utah Jazz,2438760
2013-2014,220,"Alec Burks, SG",Utah Jazz,2202000
2013-2014,246,"Jeremy Evans, SF",Utah Jazz,1660257
2013-2014,249,"John Lucas III, PG",Utah Jazz,1600000
2013-2014,296,"Rudy Gobert, C",Utah Jazz,1078800
2013-2014,331,"Diante Garrett, PG",Utah Jazz,719266
2013-2014,332,"Malcolm Thomas, PF",Utah Jazz,702233
2013-2014,350,"Ian Clark, SG",Utah Jazz,490180
2014-2015,33,"Derrick Favors, PF",Utah Jazz,12950000
2014-2015,110,"Enes Kanter, C",Utah Jazz,5694674
2014-2015,172,"Dante Exum, PG",Utah Jazz,3615000
2014-2015,176,"Steve Novak, SF",Utah Jazz,3445947
2014-2015,200,"Alec Burks, SG",Utah Jazz,3034356
2014-2015,225,"Trey Burke, PG",Utah Jazz,2548560
2014-2015,266,"Jeremy Evans, SF",Utah Jazz,1794871
2014-2015,305,"Rodney Hood, SG",Utah Jazz,1290360
2014-2015,325,"Rudy Gobert, C",Utah Jazz,1127400
2014-2015,373,"Grant Jerrett, PF",Utah Jazz,816482
2014-2015,400,"Patrick Christopher, SG",Utah Jazz,379010
2014-2015,407,"Elijah Millsap, SG",Utah Jazz,241731
2014-2015,418,"Elliot Williams, SG",Utah Jazz,107676
2014-2015,423,"Bryce Cotton, PG",Utah Jazz,92514
2014-2015,425,"Jack Cooley, SF",Utah Jazz,59686
2015-2016,28,"Gordon Hayward, SF",Utah Jazz,15409570
2015-2016,73,"Alec Burks, SG",Utah Jazz,9463484
2015-2016,145,"Trevor Booker, PF",Utah Jazz,4775000
2015-2016,175,"Dante Exum, PG",Utah Jazz,3777720
2015-2016,208,"Tibor Pleiss, C",Utah Jazz,2900000
2015-2016,223,"Trey Burke, PG",Utah Jazz,2658240
2015-2016,235,"Shelvin Mack, PG",Utah Jazz,2433333
2015-2016,244,"Trey Lyles, PF",Utah Jazz,2239800
