Name,Season,Age,Lg,Tm,RS_G,RS_W,RS_L,RS_W/L%,RS_W > .500,Finish,PS_G,PS_W,PS_L,PS_W/L%,Notes
Don Casey,1998-99,,NBA,NJN,30,13,17,0.433,-2,7,,,,,
Don Casey,1999-00,,NBA,NJN,82,31,51,0.378,-10,6,,,,,
Dwane Casey,2005-06,48,NBA,MIN,82,33,49,0.402,-8,4,,,,,
Dwane Casey,2006-07,49,NBA,MIN,40,20,20,0.5,0,4,,,,,
Dwane Casey,2011-12,54,NBA,TOR,66,23,43,0.348,-10,4,0,0,0,,
Dwane Casey,2012-13,55,NBA,TOR,82,34,48,0.415,-7,5,0,0,0,,
Dwane Casey,2013-14,56,NBA,TOR,82,48,34,0.585,7,1,7,3,4,0.429,
Dwane Casey,2014-15,57,NBA,TOR,82,49,33,0.598,8,1,4,0,4,0,
Dwane Casey,2015-16,58,NBA,TOR,82,56,26,0.683,15,1,20,10,10,0.5,
John Castellani,1959-60,,NBA,MNL,36,11,25,0.306,-7,3,,,,,
Vince Cazzetta,1967-68,,ABA,PTP,78,54,24,0.692,15,1,15,11,4,0.733,ABA Champions
Al Cervi,1949-50,32,NBA,SYR,64,51,13,0.797,19,1,11,6,5,0.545,
Al Cervi,1950-51,33,NBA,SYR,66,32,34,0.485,-1,4,7,4,3,0.571,
Al Cervi,1951-52,34,NBA,SYR,66,40,26,0.606,7,1,7,3,4,0.429,
Al Cervi,1952-53,35,NBA,SYR,71,47,24,0.662,11.5,2,2,0,2,0,
Al Cervi,1953-54,36,NBA,SYR,72,42,30,0.583,6,2,13,9,4,0.692,
Al Cervi,1954-55,37,NBA,SYR,72,43,29,0.597,7,1,11,7,4,0.636,NBA Champions
Al Cervi,1955-56,38,NBA,SYR,72,35,37,0.486,-1,3,8,4,4,0.5,
Al Cervi,1956-57,39,NBA,SYR,12,4,8,0.333,-2,2,,,,,
Al Cervi,1958-59,41,NBA,PHW,72,32,40,0.444,-4,4,,,,,
Wilt Chamberlain,1973-74,37,ABA,SDA,84,37,47,0.44,-5,4,6,2,4,0.333,
Don Chaney,1984-85,38,NBA,LAC,21,9,12,0.429,-1.5,5,,,,,
Don Chaney,1985-86,39,NBA,LAC,82,32,50,0.39,-9,4,,,,,
Don Chaney,1986-87,40,NBA,LAC,82,12,70,0.146,-29,6,,,,,
Don Chaney,1988-89,42,NBA,HOU,82,45,37,0.549,4,2,4,1,3,0.25,
Don Chaney,1989-90,43,NBA,HOU,82,41,41,0.5,0,5,4,1,3,0.25,
Don Chaney,1990-91,44,NBA,HOU,82,52,30,0.634,11,3,3,0,3,0,
Don Chaney,1991-92,45,NBA,HOU,52,26,26,0.5,0,3,,,,,
Don Chaney,1993-94,47,NBA,DET,82,20,62,0.244,-21,7,,,,,
Don Chaney,1994-95,48,NBA,DET,82,28,54,0.341,-13,7,,,,,
Don Chaney,2001-02,55,NBA,NYK,63,20,43,0.317,-11.5,7,,,,,
Don Chaney,2002-03,56,NBA,NYK,82,37,45,0.451,-4,6,,,,,
Don Chaney,2003-04,57,NBA,NYK,39,15,24,0.385,-4.5,3,,,,,
Maurice Cheeks,2001-02,45,NBA,POR,82,49,33,0.598,8,3,3,0,3,0,
Maurice Cheeks,2002-03,46,NBA,POR,82,50,32,0.61,9,3,7,3,4,0.429,
Maurice Cheeks,2003-04,47,NBA,POR,82,41,41,0.5,0,3,,,,,
Maurice Cheeks,2004-05,48,NBA,POR,55,22,33,0.4,-5.5,4,,,,,
Maurice Cheeks,2005-06,49,NBA,PHI,82,38,44,0.463,-3,2,,,,,
Maurice Cheeks,2006-07,50,NBA,PHI,82,35,47,0.427,-6,3,,,,,
Maurice Cheeks,2007-08,51,NBA,PHI,82,40,42,0.488,-1,3,6,2,4,0.333,
Maurice Cheeks,2008-09,52,NBA,PHI,23,9,14,0.391,-2.5,2,,,,,
Maurice Cheeks,2013-14,57,NBA,DET,50,21,29,0.42,-4,4,0,0,0,,
John Clark,1969-70,,ABA,PTP,39,14,25,0.359,-5.5,5,,,,,
Jim Cleamons,1996-97,47,NBA,DAL,82,24,58,0.293,-17,4,,,,,
Jim Cleamons,1997-98,48,NBA,DAL,16,4,12,0.25,-4,5,,,,,
Roy Clifford,1946-47,,BAA,CLR,23,13,10,0.565,1.5,3,3,1,2,0.333,
Steve Clifford,2013-14,,NBA,CHA,82,43,39,0.524,2,3,4,0,4,0,
Steve Clifford,2014-15,,NBA,CHO,82,33,49,0.402,-8,4,0,0,0,,
Steve Clifford,2015-16,,NBA,CHO,82,48,34,0.585,7,3,7,3,4,0.429,
Neil Cohalan,1946-47,,BAA,NYK,60,33,27,0.55,3,3,5,2,3,0.4,
Jerry Colangelo,1969-70,30,NBA,PHO,44,24,20,0.545,2,4,7,3,4,0.429,
Jerry Colangelo,1972-73,33,NBA,PHO,75,35,40,0.467,-2.5,3,,,,,
Doug Collins,1986-87,35,NBA,CHI,82,40,42,0.488,-1,5,3,0,3,0,
Doug Collins,1987-88,36,NBA,CHI,82,50,32,0.61,9,2,10,4,6,0.4,
Doug Collins,1988-89,37,NBA,CHI,82,47,35,0.573,6,5,17,9,8,0.529,
Doug Collins,1995-96,44,NBA,DET,82,46,36,0.561,5,5,3,0,3,0,
Doug Collins,1996-97,45,NBA,DET,82,54,28,0.659,13,3,5,2,3,0.4,
Doug Collins,1997-98,46,NBA,DET,45,21,24,0.467,-1.5,6,,,,,
Doug Collins,2001-02,50,NBA,WAS,82,37,45,0.451,-4,5,,,,,
Doug Collins,2002-03,51,NBA,WAS,82,37,45,0.451,-4,5,,,,,
Doug Collins,2010-11,59,NBA,PHI,82,41,41,0.5,0,3,5,1,4,0.2,
Doug Collins,2011-12,60,NBA,PHI,66,35,31,0.53,2,3,13,7,6,0.538,
Doug Collins,2012-13,61,NBA,PHI,82,34,48,0.415,-7,4,0,0,0,,
Michael Cooper,2004-05,48,NBA,DEN,14,4,10,0.286,-3,2,,,,,
Tyrone Corbin,2010-11,48,NBA,UTA,28,8,20,0.286,-6,4,,,,,
Tyrone Corbin,2011-12,49,NBA,UTA,66,36,30,0.545,3,3,4,0,4,0,
Tyrone Corbin,2012-13,50,NBA,UTA,82,43,39,0.524,2,3,0,0,0,,
Tyrone Corbin,2013-14,51,NBA,UTA,82,25,57,0.305,-16,5,0,0,0,,
Tyrone Corbin,2014-15,52,NBA,SAC,28,7,21,0.25,-7,4,0,0,0,,
Larry Costello,1968-69,37,NBA,MIL,82,27,55,0.329,-14,7,,,,,
Larry Costello,1969-70,38,NBA,MIL,82,56,26,0.683,15,2,10,5,5,0.5,
Larry Costello,1970-71,39,NBA,MIL,82,66,16,0.805,25,1,14,12,2,0.857,NBA Champions
Larry Costello,1971-72,40,NBA,MIL,82,63,19,0.768,22,1,11,6,5,0.545,
Larry Costello,1972-73,41,NBA,MIL,82,60,22,0.732,19,1,6,2,4,0.333,
Larry Costello,1973-74,42,NBA,MIL,82,59,23,0.72,18,1,16,11,5,0.688,WC Champions
Larry Costello,1974-75,43,NBA,MIL,82,38,44,0.463,-3,4,,,,,
Larry Costello,1975-76,44,NBA,MIL,82,38,44,0.463,-3,1,3,1,2,0.333,
Larry Costello,1976-77,45,NBA,MIL,18,3,15,0.167,-6,6,,,,,
Larry Costello,1978-79,47,NBA,CHI,56,20,36,0.357,-8,5,,,,,
Bob Cousy,1969-70,41,NBA,CIN,82,36,46,0.439,-5,5,,,,,
Bob Cousy,1970-71,42,NBA,CIN,82,33,49,0.402,-8,3,,,,,
Bob Cousy,1971-72,43,NBA,CIN,82,30,52,0.366,-11,3,,,,,
Bob Cousy,1972-73,44,NBA,KCO,82,36,46,0.439,-5,4,,,,,
Bob Cousy,1973-74,45,NBA,KCO,20,6,14,0.3,-4,4,,,,,
Dave Cowens,1978-79,30,NBA,BOS,68,27,41,0.397,-7,5,,,,,
Dave Cowens,1996-97,48,NBA,CHH,82,54,28,0.659,13,4,3,0,3,0,
Dave Cowens,1997-98,49,NBA,CHH,82,51,31,0.622,10,3,9,4,5,0.444,
Dave Cowens,1998-99,50,NBA,CHH,15,4,11,0.267,-3.5,5,,,,,
Dave Cowens,2000-01,52,NBA,GSW,82,17,65,0.207,-24,7,,,,,
Dave Cowens,2001-02,53,NBA,GSW,23,8,15,0.348,-3.5,7,,,,,
Billy Cunningham,1977-78,34,NBA,PHI,76,53,23,0.697,15,1,10,6,4,0.6,
Billy Cunningham,1978-79,35,NBA,PHI,82,47,35,0.573,6,2,9,5,4,0.556,
Billy Cunningham,1979-80,36,NBA,PHI,82,59,23,0.72,18,2,18,12,6,0.667,EC Champions
Billy Cunningham,1980-81,37,NBA,PHI,82,62,20,0.756,21,2,16,9,7,0.563,
Billy Cunningham,1981-82,38,NBA,PHI,82,58,24,0.707,17,2,21,12,9,0.571,EC Champions
Billy Cunningham,1982-83,39,NBA,PHI,82,65,17,0.793,24,1,13,12,1,0.923,NBA Champions
Billy Cunningham,1983-84,40,NBA,PHI,82,52,30,0.634,11,2,5,2,3,0.4,
Billy Cunningham,1984-85,41,NBA,PHI,82,58,24,0.707,17,2,13,8,5,0.615,
Michael Curry,2008-09,40,NBA,DET,82,39,43,0.476,-2,3,4,0,4,0,
Glenn Curtis,1946-47,,BAA,DTF,34,12,22,0.353,-5,4,,,,,
Mike D'Antoni,1998-99,47,NBA,DEN,50,14,36,0.28,-11,6,,,,,
Mike D'Antoni,2003-04,52,NBA,PHO,61,21,40,0.344,-9.5,6,,,,,
Mike D'Antoni,2004-05,53,NBA,PHO,82,62,20,0.756,21,1,15,9,6,0.6,
Mike D'Antoni,2005-06,54,NBA,PHO,82,54,28,0.659,13,1,20,10,10,0.5,
Mike D'Antoni,2006-07,55,NBA,PHO,82,61,21,0.744,20,1,11,6,5,0.545,
Mike D'Antoni,2007-08,56,NBA,PHO,82,55,27,0.671,14,2,5,1,4,0.2,
Mike D'Antoni,2008-09,57,NBA,NYK,82,32,50,0.39,-9,5,,,,,
Mike D'Antoni,2009-10,58,NBA,NYK,82,29,53,0.354,-12,3,,,,,
Mike D'Antoni,2010-11,59,NBA,NYK,82,42,40,0.512,1,2,4,0,4,0,
Mike D'Antoni,2011-12,60,NBA,NYK,42,18,24,0.429,-3,2,,,,,
Mike D'Antoni,2012-13,61,NBA,LAL,72,40,32,0.556,4,3,4,0,4,0,
Mike D'Antoni,2013-14,62,NBA,LAL,82,27,55,0.329,-14,5,0,0,0,,
Chuck Daly,1981-82,51,NBA,CLE,41,9,32,0.22,-11.5,6,,,,,
Chuck Daly,1983-84,53,NBA,DET,82,49,33,0.598,8,2,5,2,3,0.4,
Chuck Daly,1984-85,54,NBA,DET,82,46,36,0.561,5,2,9,5,4,0.556,
Chuck Daly,1985-86,55,NBA,DET,82,46,36,0.561,5,3,4,1,3,0.25,
Chuck Daly,1986-87,56,NBA,DET,82,52,30,0.634,11,2,15,10,5,0.667,
Chuck Daly,1987-88,57,NBA,DET,82,54,28,0.659,13,1,23,14,9,0.609,EC Champions
Chuck Daly,1988-89,58,NBA,DET,82,63,19,0.768,22,1,17,15,2,0.882,NBA Champions
Chuck Daly,1989-90,59,NBA,DET,82,59,23,0.72,18,1,20,15,5,0.75,NBA Champions
Chuck Daly,1990-91,60,NBA,DET,82,50,32,0.61,9,2,15,7,8,0.467,
Chuck Daly,1991-92,61,NBA,DET,82,48,34,0.585,7,3,5,2,3,0.4,
Chuck Daly,1992-93,62,NBA,NJN,82,43,39,0.524,2,3,5,2,3,0.4,
Chuck Daly,1993-94,63,NBA,NJN,82,45,37,0.549,4,3,4,1,3,0.25,
Chuck Daly,1997-98,67,NBA,ORL,82,41,41,0.5,0,5,,,,,
Chuck Daly,1998-99,68,NBA,ORL,50,33,17,0.66,8,2,4,1,3,0.25,
Mel Daniels,1988-89,44,NBA,IND,2,0,2,0,-1,6,,,,,
Jimmy Darden,1949-50,27,NBA,DNN,62,11,51,0.177,-20,6,,,,,
Johnny Davis,1996-97,41,NBA,PHI,82,22,60,0.268,-19,6,,,,,
Johnny Davis,2003-04,48,NBA,ORL,71,20,51,0.282,-15.5,7,,,,,
Johnny Davis,2004-05,49,NBA,ORL,64,31,33,0.484,-1,3,,,,,
Johnny Davis,2008-09,53,NBA,MEM,2,0,2,0,-1,5,,,,,
Dave DeBusschere,1964-65,24,NBA,DET,69,29,40,0.42,-5.5,4,,,,,
Dave DeBusschere,1965-66,25,NBA,DET,80,22,58,0.275,-18,5,,,,,
Dave DeBusschere,1966-67,26,NBA,DET,73,28,45,0.384,-8.5,5,,,,,
Dutch Dehnert,1946-47,48,BAA,CLR,37,17,20,0.459,-1.5,3,,,,,
Vinny Del Negro,2008-09,42,NBA,CHI,82,41,41,0.5,0,2,7,3,4,0.429,
Vinny Del Negro,2009-10,43,NBA,CHI,82,41,41,0.5,0,3,5,1,4,0.2,
Vinny Del Negro,2010-11,44,NBA,LAC,82,32,50,0.39,-9,4,,,,,
Vinny Del Negro,2011-12,45,NBA,LAC,66,40,26,0.606,7,2,11,4,7,0.364,
Vinny Del Negro,2012-13,46,NBA,LAC,82,56,26,0.683,15,1,6,2,4,0.333,
Don Delaney,1980-81,,NBA,CLE,11,3,8,0.273,-2.5,5,,,,,
Don Delaney,1981-82,,NBA,CLE,15,4,11,0.267,-3.5,6,,,,,
Tony DiLeo,2008-09,,NBA,PHI,59,32,27,0.542,2.5,2,6,2,4,0.333,
Harry Dinnel,1967-68,,ABA,ANA,42,13,29,0.31,-8,5,,,,,
Terry Dischinger,1971-72,31,NBA,DET,2,0,2,0,-1,4,,,,,
Billy Donovan,2015-16,50,NBA,OKC,82,55,27,0.671,14,1,18,11,7,0.611,
Eddie Donovan,1961-62,,NBA,NYK,80,29,51,0.363,-11,4,,,,,
Eddie Donovan,1962-63,,NBA,NYK,80,21,59,0.263,-19,4,,,,,
Eddie Donovan,1963-64,,NBA,NYK,80,22,58,0.275,-18,4,,,,,
Eddie Donovan,1964-65,,NBA,NYK,38,12,26,0.316,-7,4,,,,,
Larry Drew,2010-11,52,NBA,ATL,82,44,38,0.537,3,3,12,6,6,0.5,
Larry Drew,2011-12,53,NBA,ATL,66,40,26,0.606,7,2,6,2,4,0.333,
Larry Drew,2012-13,54,NBA,ATL,82,44,38,0.537,3,2,6,2,4,0.333,
Larry Drew,2013-14,55,NBA,MIL,82,15,67,0.183,-26,5,0,0,0,,
Ike Duffey,1949-50,43,NBA,AND,3,1,2,0.333,-0.5,2,,,,,
Mike Dunlap,2012-13,55,NBA,CHA,82,21,61,0.256,-20,4,0,0,0,,
Mike Dunleavy,1990-91,36,NBA,LAL,82,58,24,0.707,17,2,19,12,7,0.632,WC Champions
Mike Dunleavy,1991-92,37,NBA,LAL,82,43,39,0.524,2,6,4,1,3,0.25,
Mike Dunleavy,1992-93,38,NBA,MIL,82,28,54,0.341,-13,7,,,,,
Mike Dunleavy,1993-94,39,NBA,MIL,82,20,62,0.244,-21,6,,,,,
Mike Dunleavy,1994-95,40,NBA,MIL,82,34,48,0.415,-7,6,,,,,
Mike Dunleavy,1995-96,41,NBA,MIL,82,25,57,0.305,-16,7,,,,,
Mike Dunleavy,1997-98,43,NBA,POR,82,46,36,0.561,5,4,4,1,3,0.25,
Mike Dunleavy,1998-99,44,NBA,POR,50,35,15,0.7,10,1,13,7,6,0.538,
Mike Dunleavy,1999-00,45,NBA,POR,82,59,23,0.72,18,2,16,10,6,0.625,
Mike Dunleavy,2000-01,46,NBA,POR,82,50,32,0.61,9,4,3,0,3,0,
Mike Dunleavy,2003-04,49,NBA,LAC,82,28,54,0.341,-13,7,,,,,
Mike Dunleavy,2004-05,50,NBA,LAC,82,37,45,0.451,-4,3,,,,,
Mike Dunleavy,2005-06,51,NBA,LAC,82,47,35,0.573,6,2,12,7,5,0.583,
Mike Dunleavy,2006-07,52,NBA,LAC,82,40,42,0.488,-1,4,,,,,
Mike Dunleavy,2007-08,53,NBA,LAC,82,23,59,0.28,-18,5,,,,,
Mike Dunleavy,2008-09,54,NBA,LAC,82,19,63,0.232,-22,4,,,,,
Mike Dunleavy,2009-10,55,NBA,LAC,49,21,28,0.429,-3.5,3,,,,,
Charles Eckman,1954-55,,NBA,FTW,72,43,29,0.597,7,1,11,6,5,0.545,
Charles Eckman,1955-56,,NBA,FTW,72,37,35,0.514,1,1,10,4,6,0.4,
Charles Eckman,1956-57,,NBA,FTW,72,34,38,0.472,-2,3,2,0,2,0,
Charles Eckman,1957-58,,NBA,DET,25,9,16,0.36,-3.5,2,,,,,
Johnny Egan,1972-73,34,NBA,HOU,35,16,19,0.457,-1.5,3,,,,,
Johnny Egan,1973-74,35,NBA,HOU,82,32,50,0.39,-9,3,,,,,
Johnny Egan,1974-75,36,NBA,HOU,82,41,41,0.5,0,2,8,3,5,0.375,
Johnny Egan,1975-76,37,NBA,HOU,82,40,42,0.488,-1,3,,,,,
Mike Evans,2001-02,46,NBA,DEN,56,18,38,0.321,-10,6,,,,,
Mike Farmer,1966-67,30,NBA,BAL,9,1,8,0.111,-3.5,5,,,,,
Bob Feerick,1949-50,30,NBA,WSC,68,32,36,0.471,-2,3,2,0,2,0,
Bob Feerick,1962-63,43,NBA,SFW,80,31,49,0.388,-9,4,,,,,
Derek Fisher,2014-15,40,NBA,NYK,82,17,65,0.207,-24,5,0,0,0,,
Derek Fisher,2015-16,41,NBA,NYK,54,23,31,0.426,-4,3,0,0,0,,
Bill Fitch,1970-71,36,NBA,CLE,82,15,67,0.183,-26,4,,,,,
Bill Fitch,1971-72,37,NBA,CLE,82,23,59,0.28,-18,4,,,,,
Bill Fitch,1972-73,38,NBA,CLE,82,32,50,0.39,-9,4,,,,,
Bill Fitch,1973-74,39,NBA,CLE,82,29,53,0.354,-12,4,,,,,
Bill Fitch,1974-75,40,NBA,CLE,82,40,42,0.488,-1,3,,,,,
Bill Fitch,1975-76,41,NBA,CLE,82,49,33,0.598,8,1,13,6,7,0.462,
Bill Fitch,1976-77,42,NBA,CLE,82,43,39,0.524,2,4,3,1,2,0.333,
Bill Fitch,1977-78,43,NBA,CLE,82,43,39,0.524,2,3,2,0,2,0,
Bill Fitch,1978-79,44,NBA,CLE,82,30,52,0.366,-11,5,,,,,
Bill Fitch,1979-80,45,NBA,BOS,82,61,21,0.744,20,1,9,5,4,0.556,
Bill Fitch,1980-81,46,NBA,BOS,82,62,20,0.756,21,1,17,12,5,0.706,NBA Champions
Bill Fitch,1981-82,47,NBA,BOS,82,63,19,0.768,22,1,12,7,5,0.583,
Bill Fitch,1982-83,48,NBA,BOS,82,56,26,0.683,15,2,7,2,5,0.286,
Bill Fitch,1983-84,49,NBA,HOU,82,29,53,0.354,-12,6,,,,,
Bill Fitch,1984-85,50,NBA,HOU,82,48,34,0.585,7,2,5,2,3,0.4,
Bill Fitch,1985-86,51,NBA,HOU,82,51,31,0.622,10,1,20,13,7,0.65,WC Champions
Bill Fitch,1986-87,52,NBA,HOU,82,42,40,0.512,1,3,10,5,5,0.5,
Bill Fitch,1987-88,53,NBA,HOU,82,46,36,0.561,5,4,4,1,3,0.25,
Bill Fitch,1989-90,55,NBA,NJN,82,17,65,0.207,-24,6,,,,,
Bill Fitch,1990-91,56,NBA,NJN,82,26,56,0.317,-15,5,,,,,
Bill Fitch,1991-92,57,NBA,NJN,82,40,42,0.488,-1,3,4,1,3,0.25,
Bill Fitch,1994-95,60,NBA,LAC,82,17,65,0.207,-24,7,,,,,
Bill Fitch,1995-96,61,NBA,LAC,82,29,53,0.354,-12,7,,,,,
Bill Fitch,1996-97,62,NBA,LAC,82,36,46,0.439,-5,5,3,0,3,0,
Bill Fitch,1997-98,63,NBA,LAC,82,17,65,0.207,-24,7,,,,,
Dick Fitzgerald,1946-47,26,BAA,TRH,3,2,1,0.667,0.5,6,,,,,
Cotton Fitzsimmons,1970-71,39,NBA,PHO,82,48,34,0.585,7,3,,,,,
Cotton Fitzsimmons,1971-72,40,NBA,PHO,82,49,33,0.598,8,3,,,,,
Cotton Fitzsimmons,1972-73,41,NBA,ATL,82,46,36,0.561,5,2,6,2,4,0.333,
Cotton Fitzsimmons,1973-74,42,NBA,ATL,82,35,47,0.427,-6,2,,,,,
Cotton Fitzsimmons,1974-75,43,NBA,ATL,82,31,51,0.378,-10,4,,,,,
Cotton Fitzsimmons,1975-76,44,NBA,ATL,74,28,46,0.378,-9,5,,,,,
Cotton Fitzsimmons,1977-78,46,NBA,BUF,82,27,55,0.329,-14,4,,,,,
Cotton Fitzsimmons,1978-79,47,NBA,KCK,82,48,34,0.585,7,1,5,1,4,0.2,
Cotton Fitzsimmons,1979-80,48,NBA,KCK,82,47,35,0.573,6,2,3,1,2,0.333,
Cotton Fitzsimmons,1980-81,49,NBA,KCK,82,40,42,0.488,-1,2,15,7,8,0.467,
Cotton Fitzsimmons,1981-82,50,NBA,KCK,82,30,52,0.366,-11,4,,,,,
Cotton Fitzsimmons,1982-83,51,NBA,KCK,82,45,37,0.549,4,3,,,,,
Cotton Fitzsimmons,1983-84,52,NBA,KCK,82,38,44,0.463,-3,4,3,0,3,0,
Cotton Fitzsimmons,1984-85,53,NBA,SAS,82,41,41,0.5,0,5,5,2,3,0.4,
Cotton Fitzsimmons,1985-86,54,NBA,SAS,82,35,47,0.427,-6,6,3,0,3,0,
Cotton Fitzsimmons,1988-89,57,NBA,PHO,82,55,27,0.671,14,2,12,7,5,0.583,
Cotton Fitzsimmons,1989-90,58,NBA,PHO,82,54,28,0.659,13,3,16,9,7,0.563,
Cotton Fitzsimmons,1990-91,59,NBA,PHO,82,55,27,0.671,14,3,4,1,3,0.25,
Cotton Fitzsimmons,1991-92,60,NBA,PHO,82,53,29,0.646,12,3,8,4,4,0.5,
Cotton Fitzsimmons,1995-96,64,NBA,PHO,49,27,22,0.551,2.5,4,4,1,3,0.25,
Cotton Fitzsimmons,1996-97,65,NBA,PHO,8,0,8,0,-4,4,,,,,
Tim Floyd,1998-99,,NBA,CHI,50,13,37,0.26,-12,8,,,,,
Tim Floyd,1999-00,,NBA,CHI,82,17,65,0.207,-24,8,,,,,
Tim Floyd,2000-01,,NBA,CHI,82,15,67,0.183,-26,8,,,,,
Tim Floyd,2001-02,,NBA,CHI,25,4,21,0.16,-8.5,8,,,,,
Tim Floyd,2003-04,,NBA,NOH,82,41,41,0.5,0,3,7,3,4,0.429,
Chris Ford,1990-91,42,NBA,BOS,82,56,26,0.683,15,1,11,5,6,0.455,
Chris Ford,1991-92,43,NBA,BOS,82,51,31,0.622,10,1,10,6,4,0.6,
Chris Ford,1992-93,44,NBA,BOS,82,48,34,0.585,7,2,4,1,3,0.25,
Chris Ford,1993-94,45,NBA,BOS,82,32,50,0.39,-9,5,,,,,
Chris Ford,1994-95,46,NBA,BOS,82,35,47,0.427,-6,3,4,1,3,0.25,
Chris Ford,1996-97,48,NBA,MIL,82,33,49,0.402,-8,7,,,,,
Chris Ford,1997-98,49,NBA,MIL,82,36,46,0.439,-5,7,,,,,
Chris Ford,1998-99,50,NBA,LAC,50,9,41,0.18,-16,7,,,,,
Chris Ford,1999-00,51,NBA,LAC,45,11,34,0.244,-11.5,7,,,,,
Chris Ford,2003-04,55,NBA,PHI,30,12,18,0.4,-3,5,,,,,
Lawrence Frank,2003-04,33,NBA,NJN,40,25,15,0.625,5,1,11,7,4,0.636,
Lawrence Frank,2004-05,34,NBA,NJN,82,42,40,0.512,1,3,4,0,4,0,
Lawrence Frank,2005-06,35,NBA,NJN,82,49,33,0.598,8,1,11,5,6,0.455,
Lawrence Frank,2006-07,36,NBA,NJN,82,41,41,0.5,0,2,12,6,6,0.5,
Lawrence Frank,2007-08,37,NBA,NJN,82,34,48,0.415,-7,4,,,,,
Lawrence Frank,2008-09,38,NBA,NJN,82,34,48,0.415,-7,3,,,,,
Lawrence Frank,2009-10,39,NBA,NJN,16,0,16,0,-8,5,,,,,
Lawrence Frank,2011-12,41,NBA,DET,66,25,41,0.379,-8,4,0,0,0,,
Lawrence Frank,2012-13,42,NBA,DET,82,29,53,0.354,-12,4,0,0,0,,
Mike Fratello,1980-81,33,NBA,ATL,3,0,3,0,-1.5,4,,,,,
Mike Fratello,1983-84,36,NBA,ATL,82,40,42,0.488,-1,3,5,2,3,0.4,
Mike Fratello,1984-85,37,NBA,ATL,82,34,48,0.415,-7,5,,,,,
Mike Fratello,1985-86,38,NBA,ATL,82,50,32,0.61,9,2,9,4,5,0.444,
Mike Fratello,1986-87,39,NBA,ATL,82,57,25,0.695,16,1,9,4,5,0.444,
Mike Fratello,1987-88,40,NBA,ATL,82,50,32,0.61,9,3,12,6,6,0.5,
Mike Fratello,1988-89,41,NBA,ATL,82,52,30,0.634,11,3,5,2,3,0.4,
Mike Fratello,1989-90,42,NBA,ATL,82,41,41,0.5,0,6,,,,,
Mike Fratello,1993-94,46,NBA,CLE,82,47,35,0.573,6,4,3,0,3,0,
Mike Fratello,1994-95,47,NBA,CLE,82,43,39,0.524,2,4,4,1,3,0.25,
Mike Fratello,1995-96,48,NBA,CLE,82,47,35,0.573,6,3,3,0,3,0,
Mike Fratello,1996-97,49,NBA,CLE,82,42,40,0.512,1,5,,,,,
Mike Fratello,1997-98,50,NBA,CLE,82,47,35,0.573,6,5,4,1,3,0.25,
Mike Fratello,1998-99,51,NBA,CLE,50,22,28,0.44,-3,7,,,,,
Mike Fratello,2004-05,57,NBA,MEM,66,40,26,0.606,7,4,4,0,4,0,
Mike Fratello,2005-06,58,NBA,MEM,82,49,33,0.598,8,3,4,0,4,0,
Mike Fratello,2006-07,59,NBA,MEM,30,6,24,0.2,-9,5,,,,,
Burl Friddle,1948-49,48,BAA,INJ,43,14,29,0.326,-7.5,6,,,,,
Harry Gallatin,1962-63,35,NBA,STL,80,48,32,0.6,8,2,11,6,5,0.545,
Harry Gallatin,1963-64,36,NBA,STL,80,46,34,0.575,6,2,12,6,6,0.5,
Harry Gallatin,1964-65,37,NBA,STL,33,17,16,0.515,0.5,2,,,,,
Harry Gallatin,1964-65,37,NBA,NYK,42,19,23,0.452,-2,4,,,,,
Harry Gallatin,1965-66,38,NBA,NYK,21,6,15,0.286,-4.5,4,,,,,
Alvin Gentry,1994-95,40,NBA,MIA,36,15,21,0.417,-3,4,,,,,
Alvin Gentry,1997-98,43,NBA,DET,37,16,21,0.432,-2.5,6,,,,,
Alvin Gentry,1998-99,44,NBA,DET,50,29,21,0.58,4,3,5,2,3,0.4,
Alvin Gentry,1999-00,45,NBA,DET,58,28,30,0.483,-1,4,,,,,
Alvin Gentry,2000-01,46,NBA,LAC,82,31,51,0.378,-10,6,,,,,
Alvin Gentry,2001-02,47,NBA,LAC,82,39,43,0.476,-2,5,,,,,
Alvin Gentry,2002-03,48,NBA,LAC,58,19,39,0.328,-10,7,,,,,
Alvin Gentry,2008-09,54,NBA,PHO,31,18,13,0.581,2.5,2,,,,,
Alvin Gentry,2009-10,55,NBA,PHO,82,54,28,0.659,13,2,16,10,6,0.625,
Alvin Gentry,2010-11,56,NBA,PHO,82,40,42,0.488,-1,2,,,,,
Alvin Gentry,2011-12,57,NBA,PHO,66,33,33,0.5,0,3,0,0,0,,
Alvin Gentry,2012-13,58,NBA,PHO,41,13,28,0.317,-7.5,5,,,,,
Alvin Gentry,2015-16,61,NBA,NOP,82,30,52,0.366,-11,5,0,0,0,,
John Givens,1967-68,,ABA,KEN,17,5,12,0.294,-3.5,4,,,,,
Edward Gottlieb,1946-47,48,BAA,PHW,60,35,25,0.583,5,2,10,8,2,0.8,BAA Champions
Edward Gottlieb,1947-48,49,BAA,PHW,48,27,21,0.563,3,1,13,6,7,0.462,
Edward Gottlieb,1948-49,50,BAA,PHW,60,28,32,0.467,-2,4,2,0,2,0,
Edward Gottlieb,1949-50,51,NBA,PHW,68,26,42,0.382,-8,4,2,0,2,0,
